action,deadline,light,next_waypoint,reward,step_num,traffic_left,traffic_oncoming,traffic_right,trial_num
left,20,red,left,-1.0,0,None,None,None,1
None,19,red,left,0.0,1,None,None,None,1
right,18,red,left,-0.5,2,None,None,None,1
forward,17,green,right,-0.5,3,None,None,None,1
left,16,green,right,-0.5,4,None,None,None,1
left,15,red,left,-1.0,5,None,None,None,1
left,14,red,left,-1.0,6,None,None,None,1
forward,13,red,left,-1.0,7,None,None,None,1
forward,12,red,left,-1.0,8,None,None,None,1
right,11,red,left,-0.5,9,None,forward,None,1
right,10,red,right,2.0,10,None,None,None,1
right,9,green,right,2.0,11,None,None,None,1
right,8,green,forward,-0.5,12,None,None,forward,1
None,7,green,left,0.0,13,None,None,None,1
None,6,green,left,0.0,14,None,None,None,1
right,5,red,left,-0.5,15,None,None,None,1
right,4,red,right,2.0,16,None,None,None,1
None,3,green,right,0.0,17,None,None,None,1
None,2,green,right,0.0,18,None,None,None,1
None,1,green,right,0.0,19,None,None,None,1
right,0,red,right,2.0,20,None,None,None,1
right,35,red,right,2.0,0,None,None,None,2
right,34,red,right,2.0,1,None,None,None,2
right,33,green,forward,-0.5,2,None,None,None,2
right,32,red,left,-0.5,3,None,None,None,2
None,31,green,right,0.0,4,forward,None,None,2
None,30,green,right,0.0,5,forward,None,None,2
right,29,red,right,2.0,6,None,None,None,2
None,28,green,right,0.0,7,None,None,None,2
None,27,green,right,0.0,8,None,None,None,2
None,26,green,right,0.0,9,None,None,None,2
right,25,red,right,2.0,10,None,None,None,2
left,24,green,forward,-0.5,11,None,None,None,2
right,23,red,right,2.0,12,None,None,None,2
left,22,green,forward,-0.5,13,None,None,None,2
right,21,red,right,2.0,14,None,None,None,2
right,20,red,forward,-0.5,15,None,None,None,2
right,19,red,left,-0.5,16,None,None,None,2
right,18,red,right,2.0,17,None,None,None,2
right,17,red,right,2.0,18,None,None,None,2
left,16,green,forward,-0.5,19,None,None,None,2
None,15,green,right,0.0,20,None,None,None,2
None,14,green,right,0.0,21,None,None,None,2
None,13,green,right,0.0,22,None,None,None,2
None,12,green,right,0.0,23,None,None,None,2
right,11,red,right,2.0,24,None,None,None,2
None,10,green,right,0.0,25,None,None,None,2
None,9,green,right,0.0,26,None,None,None,2
right,8,red,right,12.0,27,None,None,None,2
right,40,red,left,-0.5,0,None,None,None,3
None,39,red,forward,0.0,1,None,None,None,3
forward,38,red,forward,-1.0,2,None,None,None,3
left,37,red,forward,-1.0,3,None,None,None,3
left,36,red,forward,-1.0,4,None,None,None,3
left,35,green,forward,-0.5,5,None,None,None,3
None,34,green,right,0.0,6,None,None,None,3
None,33,green,right,0.0,7,None,None,None,3
right,32,red,right,2.0,8,None,None,None,3
right,31,red,forward,-0.5,9,None,None,None,3
right,30,red,left,-0.5,10,None,None,None,3
right,29,red,right,2.0,11,None,None,None,3
None,28,green,right,0.0,12,None,None,None,3
None,27,green,right,0.0,13,None,None,None,3
None,26,green,right,0.0,14,None,None,None,3
None,25,green,right,0.0,15,None,None,None,3
right,24,red,right,2.0,16,None,None,None,3
right,23,red,forward,-0.5,17,None,None,None,3
right,22,red,left,-0.5,18,None,None,None,3
None,21,green,right,0.0,19,None,None,None,3
right,20,red,right,2.0,20,None,None,None,3
None,19,green,right,0.0,21,None,None,None,3
None,18,green,right,0.0,22,None,None,None,3
None,17,green,right,0.0,23,None,None,None,3
right,16,red,right,2.0,24,None,None,None,3
left,15,green,forward,-0.5,25,None,None,None,3
right,14,red,right,2.0,26,None,None,None,3
left,13,green,forward,-0.5,27,None,None,None,3
None,12,green,right,0.0,28,None,None,None,3
None,11,green,right,0.0,29,None,None,None,3
right,10,red,right,2.0,30,None,None,None,3
right,9,red,forward,-0.5,31,None,None,None,3
left,8,green,left,2.0,32,None,None,None,3
None,7,green,right,0.0,33,None,None,None,3
None,6,green,right,0.0,34,None,None,None,3
None,5,green,right,0.0,35,None,None,None,3
right,4,red,right,12.0,36,None,None,None,3
None,35,green,right,0.0,0,None,None,None,4
None,34,green,right,0.0,1,None,None,None,4
None,33,green,right,0.0,2,None,None,None,4
None,32,green,right,0.0,3,None,None,None,4
None,31,green,right,0.0,4,None,None,None,4
right,30,red,right,2.0,5,None,None,None,4
right,29,green,forward,-0.5,6,None,left,None,4
right,28,green,left,-0.5,7,None,None,None,4
right,27,red,right,2.0,8,None,None,None,4
left,26,red,right,-1.0,9,None,forward,None,4
None,25,green,right,0.0,10,None,None,None,4
None,24,green,right,0.0,11,None,None,None,4
None,23,green,right,0.0,12,None,None,None,4
None,22,green,right,0.0,13,None,None,None,4
None,21,green,right,0.0,14,None,None,None,4
None,20,red,right,0.0,15,None,None,None,4
forward,19,red,right,-1.0,16,None,None,None,4
left,18,red,right,-1.0,17,None,None,None,4
left,17,red,right,-1.0,18,None,None,None,4
right,16,red,right,2.0,19,None,None,None,4
left,15,green,forward,-0.5,20,None,None,None,4
right,14,red,right,2.0,21,None,None,None,4
right,13,red,forward,-0.5,22,left,None,None,4
right,12,red,left,-0.5,23,None,None,None,4
None,11,green,right,0.0,24,None,None,None,4
None,10,green,right,0.0,25,None,None,None,4
None,9,green,right,0.0,26,None,None,None,4
right,8,red,right,2.0,27,None,None,None,4
right,7,red,right,2.0,28,None,None,None,4
right,6,red,forward,-0.5,29,None,None,None,4
right,5,red,left,-0.5,30,None,None,None,4
None,4,green,right,0.0,31,None,None,None,4
None,3,green,right,0.0,32,None,None,None,4
right,2,red,right,2.0,33,None,None,None,4
right,1,red,right,2.0,34,None,None,None,4
left,0,green,forward,-0.5,35,None,None,None,4
right,20,red,right,2.0,0,None,None,None,5
left,19,green,forward,-0.5,1,None,None,forward,5
None,18,green,right,0.0,2,None,None,None,5
right,17,red,right,2.0,3,None,None,None,5
right,16,red,forward,-0.5,4,None,None,None,5
right,15,red,left,-0.5,5,None,None,None,5
right,14,red,right,2.0,6,None,None,None,5
None,13,green,right,0.0,7,None,None,None,5
None,12,green,right,0.0,8,None,None,None,5
right,11,red,right,2.0,9,None,None,None,5
right,10,red,forward,-0.5,10,None,None,None,5
right,9,red,left,-0.5,11,None,None,None,5
None,8,green,right,0.0,12,None,None,None,5
None,7,green,right,0.0,13,None,None,None,5
None,6,green,right,0.0,14,None,None,None,5
right,5,red,right,2.0,15,None,None,None,5
right,4,red,right,2.0,16,None,None,None,5
left,3,green,forward,-0.5,17,None,None,None,5
None,2,green,right,0.0,18,None,None,None,5
None,1,green,right,0.0,19,None,None,None,5
right,0,red,right,2.0,20,None,None,None,5
None,40,green,right,0.0,0,None,None,None,6
None,39,green,right,0.0,1,None,None,None,6
None,38,green,right,0.0,2,None,None,None,6
None,37,green,right,0.0,3,None,None,None,6
right,36,red,right,2.0,4,None,None,None,6
None,35,green,right,0.0,5,None,None,None,6
None,34,green,right,0.0,6,None,None,None,6
None,33,green,right,0.0,7,None,None,None,6
None,32,green,right,0.0,8,None,None,None,6
None,31,green,right,0.0,9,None,None,None,6
right,30,red,right,2.0,10,None,None,None,6
right,29,red,forward,-0.5,11,None,None,None,6
right,28,red,left,-0.5,12,None,None,None,6
right,27,red,right,2.0,13,None,None,None,6
right,26,red,right,2.0,14,None,None,None,6
right,25,red,forward,-0.5,15,None,None,None,6
right,24,green,left,-0.5,16,None,None,None,6
None,23,green,right,0.0,17,None,None,None,6
None,22,green,right,0.0,18,None,None,None,6
None,21,green,right,0.0,19,None,None,None,6
right,20,red,right,2.0,20,None,None,None,6
right,19,red,right,2.0,21,None,None,None,6
right,18,red,forward,-0.5,22,None,None,None,6
right,17,green,left,-0.5,23,None,None,None,6
None,16,green,right,0.0,24,None,None,None,6
None,15,green,right,0.0,25,None,None,None,6
None,14,green,right,0.0,26,None,None,None,6
None,13,green,right,0.0,27,None,None,None,6
right,12,red,right,2.0,28,None,None,None,6
None,11,green,right,0.0,29,None,None,None,6
right,10,red,right,2.0,30,None,None,None,6
left,9,green,forward,-0.5,31,None,None,None,6
None,8,green,right,0.0,32,None,None,forward,6
right,7,red,right,2.0,33,None,None,None,6
right,6,red,forward,-0.5,34,None,None,None,6
right,5,green,left,-0.5,35,None,None,None,6
None,4,green,right,0.0,36,None,None,None,6
None,3,green,right,0.0,37,None,None,None,6
None,2,green,right,0.0,38,None,None,None,6
right,1,red,right,2.0,39,None,None,None,6
right,0,red,right,2.0,40,None,None,None,6
None,35,green,right,0.0,0,None,None,None,7
None,34,green,right,0.0,1,None,None,None,7
None,33,green,right,0.0,2,None,None,None,7
None,32,green,right,0.0,3,None,None,None,7
right,31,red,right,2.0,4,None,None,None,7
