action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
left,45,green,left,2.0,None,None,None,1
forward,44,green,forward,2.0,None,None,None,1
forward,43,red,forward,-1.0,None,None,None,1
None,42,red,forward,0.0,None,None,None,1
None,41,red,forward,0.0,None,None,None,1
forward,40,green,forward,2.0,None,None,None,1
forward,39,green,forward,2.0,None,None,None,1
forward,38,green,forward,2.0,None,None,None,1
forward,37,green,forward,2.0,forward,None,None,1
forward,36,green,forward,2.0,None,None,None,1
left,35,red,left,-1.0,None,None,None,1
None,34,red,left,0.0,None,None,None,1
None,33,red,left,0.0,None,None,None,1
None,32,red,left,0.0,None,None,None,1
None,31,red,left,0.0,None,None,None,1
left,30,green,left,2.0,None,None,None,1
None,29,red,forward,0.0,None,None,None,1
None,28,red,forward,0.0,None,None,None,1
forward,27,red,forward,-1.0,left,None,None,1
None,26,red,forward,0.0,None,None,None,1
forward,25,green,forward,12.0,None,None,None,1
right,30,red,right,2.0,None,None,None,2
right,29,red,right,2.0,None,None,None,2
None,28,red,forward,0.0,None,None,None,2
None,27,red,forward,0.0,None,None,None,2
None,26,red,forward,0.0,None,None,None,2
forward,25,green,forward,2.0,None,None,None,2
right,24,red,right,2.0,None,None,None,2
forward,23,green,forward,2.0,None,None,None,2
None,22,red,forward,0.0,None,None,None,2
forward,21,green,forward,2.0,None,None,None,2
forward,20,green,forward,2.0,None,None,None,2
None,19,red,forward,0.0,None,None,None,2
None,18,red,forward,0.0,None,None,None,2
None,17,red,forward,0.0,None,None,None,2
None,16,red,forward,0.0,None,None,None,2
forward,15,green,forward,12.0,None,None,None,2
right,30,red,right,2.0,None,None,None,3
forward,29,green,forward,2.0,None,None,None,3
None,28,red,forward,0.0,None,None,None,3
None,27,red,forward,0.0,None,None,None,3
None,26,red,forward,0.0,None,None,None,3
forward,25,green,forward,2.0,None,None,None,3
None,24,red,forward,0.0,None,None,None,3
None,23,red,forward,0.0,None,None,None,3
None,22,red,forward,0.0,None,None,None,3
None,21,red,forward,0.0,None,None,None,3
forward,20,green,forward,2.0,None,None,None,3
None,19,red,forward,0.0,None,None,None,3
forward,18,green,forward,2.0,None,None,None,3
left,17,green,left,12.0,None,None,None,3
left,30,green,left,2.0,None,None,right,4
None,29,red,forward,0.0,None,None,None,4
None,28,red,forward,0.0,None,None,None,4
forward,27,green,forward,2.0,None,None,None,4
None,26,red,left,0.0,None,None,None,4
None,25,red,left,0.0,None,None,None,4
None,24,red,left,0.0,None,None,None,4
None,23,red,left,0.0,None,None,None,4
left,22,green,left,2.0,None,None,None,4
None,21,red,forward,0.0,None,None,None,4
