action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
right,20,red,right,2.0,None,None,None,1
right,19,red,right,2.0,None,None,None,1
forward,18,red,forward,-1.0,None,None,None,1
None,17,red,forward,0.0,None,None,None,1
forward,16,green,forward,2.0,None,None,None,1
None,15,red,forward,0.0,None,None,None,1
None,14,red,forward,0.0,None,None,None,1
None,13,red,forward,0.0,None,None,None,1
None,12,red,forward,0.0,None,None,None,1
None,11,red,forward,0.0,None,None,None,1
forward,10,green,forward,2.0,None,None,None,1
None,9,red,forward,0.0,None,None,None,1
None,8,red,forward,0.0,None,None,None,1
None,7,red,forward,0.0,None,None,None,1
None,6,red,forward,0.0,None,None,None,1
forward,5,green,forward,2.0,None,None,None,1
right,4,red,right,12.0,None,None,None,1
forward,20,green,forward,2.0,None,None,None,2
forward,19,green,forward,2.0,None,None,None,2
forward,18,green,forward,2.0,None,None,None,2
forward,17,green,forward,12.0,None,None,left,2
left,35,red,left,-1.0,None,None,None,3
None,34,red,left,0.0,None,None,None,3
None,33,red,left,0.0,None,None,None,3
left,32,green,left,2.0,None,None,None,3
forward,31,green,forward,2.0,None,None,None,3
None,30,red,forward,0.0,None,None,None,3
None,29,red,forward,0.0,None,None,None,3
None,28,red,forward,0.0,None,None,None,3
None,27,red,forward,0.0,None,None,None,3
None,26,red,forward,0.0,None,None,None,3
forward,25,green,forward,2.0,None,None,None,3
None,24,red,forward,0.0,None,None,None,3
None,23,red,forward,0.0,None,None,None,3
None,22,red,forward,0.0,None,None,None,3
None,21,red,forward,0.0,None,None,None,3
forward,20,green,forward,2.0,None,None,None,3
None,19,red,forward,0.0,None,None,None,3
None,18,red,forward,0.0,None,None,None,3
None,17,red,forward,0.0,None,None,None,3
None,16,red,forward,0.0,None,None,None,3
forward,15,green,forward,2.0,None,None,None,3
None,14,red,left,0.0,None,None,None,3
None,13,red,left,0.0,None,None,None,3
None,12,red,left,0.0,None,None,None,3
left,11,green,left,2.0,None,None,None,3
forward,10,red,forward,-1.0,left,None,None,3
None,9,red,forward,0.0,None,None,None,3
None,8,red,forward,0.0,None,None,None,3
None,7,red,forward,0.0,None,None,None,3
None,6,red,forward,0.0,None,None,None,3
forward,5,green,forward,12.0,None,None,None,3
right,25,red,right,2.0,left,None,None,4
forward,24,green,forward,2.0,None,None,None,4
None,23,red,forward,0.0,None,None,None,4
None,22,red,forward,0.0,None,None,None,4
None,21,red,forward,0.0,None,None,None,4
forward,20,green,forward,2.0,None,None,None,4
forward,19,green,forward,2.0,None,None,None,4
None,18,red,forward,0.0,None,None,None,4
None,17,red,forward,0.0,None,None,None,4
forward,16,green,forward,12.0,None,None,None,4
right,30,red,right,2.0,None,None,None,5
right,29,green,right,2.0,None,None,None,5
forward,28,green,forward,2.0,None,left,None,5
forward,27,green,forward,2.0,None,None,None,5
None,26,red,forward,0.0,None,None,None,5
forward,25,green,forward,2.0,None,None,None,5
None,24,red,left,0.0,None,None,None,5
None,23,red,left,0.0,None,None,None,5
None,22,red,left,0.0,None,None,None,5
left,21,green,left,12.0,None,None,None,5
right,20,red,right,2.0,None,None,None,6
right,19,red,right,2.0,None,None,None,6
None,18,red,forward,0.0,None,None,None,6
None,17,red,forward,0.0,None,None,None,6
None,16,red,forward,0.0,None,None,None,6
forward,15,green,forward,2.0,None,None,None,6
None,14,red,forward,0.0,None,None,None,6
None,13,red,forward,0.0,None,None,None,6
forward,12,green,forward,2.0,None,None,None,6
forward,11,green,forward,2.0,None,None,None,6
right,10,green,right,12.0,None,None,None,6
right,20,red,right,2.0,None,None,None,7
right,19,red,right,2.0,None,None,None,7
None,18,red,forward,0.0,None,None,None,7
None,17,red,forward,0.0,None,None,None,7
None,16,red,forward,0.0,None,None,None,7
forward,15,green,forward,2.0,None,None,None,7
None,14,red,forward,0.0,None,None,None,7
None,13,red,forward,0.0,None,None,None,7
forward,12,green,forward,2.0,None,None,None,7
forward,11,green,forward,2.0,None,None,None,7
right,10,green,right,12.0,None,None,None,7
right,25,green,right,2.0,None,None,None,8
None,24,red,forward,0.0,None,None,None,8
None,23,red,forward,0.0,None,None,None,8
None,22,red,forward,0.0,None,None,None,8
forward,21,red,forward,-1.0,None,forward,None,8
forward,20,green,forward,2.0,None,None,None,8
None,19,red,forward,0.0,None,None,None,8
None,18,red,forward,0.0,None,None,None,8
None,17,red,forward,0.0,None,None,None,8
None,16,red,forward,0.0,None,None,None,8
forward,15,green,forward,2.0,None,None,None,8
None,14,red,forward,0.0,None,None,None,8
forward,13,green,forward,2.0,None,None,None,8
None,12,red,forward,0.0,None,None,None,8
None,11,red,forward,0.0,None,None,None,8
forward,10,red,forward,-1.0,None,right,None,8
forward,9,green,forward,12.0,None,None,None,8
right,30,red,right,2.0,None,None,None,9
right,29,red,right,2.0,None,None,None,9
forward,28,green,forward,2.0,None,left,None,9
None,27,red,forward,0.0,None,None,None,9
None,26,red,forward,0.0,None,None,None,9
forward,25,green,forward,2.0,None,None,None,9
None,24,red,forward,0.0,None,None,None,9
None,23,red,forward,0.0,None,None,None,9
None,22,red,forward,0.0,None,None,None,9
forward,21,green,forward,2.0,None,None,None,9
forward,20,green,forward,2.0,None,None,None,9
right,19,green,right,2.0,None,None,None,9
None,18,red,forward,0.0,None,None,None,9
None,17,red,forward,0.0,None,None,None,9
None,16,red,forward,0.0,None,None,None,9
None,15,red,forward,0.0,None,None,None,9
forward,14,green,forward,12.0,None,None,None,9
None,20,red,left,0.0,None,None,None,10
None,19,red,left,0.0,None,None,None,10
None,18,red,left,0.0,None,None,None,10
None,17,red,left,0.0,None,None,None,10
None,16,red,left,0.0,None,None,None,10
left,15,green,left,2.0,None,None,None,10
left,14,green,left,2.0,None,None,None,10
forward,13,green,forward,2.0,None,None,None,10
None,12,red,forward,0.0,None,None,None,10
forward,11,green,forward,12.0,None,None,None,10
None,20,red,left,0.0,None,None,None,11
None,19,red,left,0.0,None,None,None,11
None,18,red,left,0.0,None,None,None,11
None,17,red,left,0.0,None,None,None,11
None,16,red,left,0.0,None,None,None,11
left,15,green,left,2.0,None,None,None,11
forward,14,green,forward,2.0,None,None,None,11
forward,13,green,forward,2.0,None,None,None,11
None,12,red,forward,0.0,None,None,None,11
None,11,red,forward,0.0,None,None,None,11
None,10,red,forward,0.0,None,None,None,11
None,9,red,forward,0.0,None,None,None,11
forward,8,green,forward,12.0,None,None,None,11
forward,25,green,forward,2.0,None,None,None,12
forward,24,green,forward,2.0,None,None,left,12
None,23,red,forward,0.0,None,None,None,12
None,22,red,forward,0.0,None,None,None,12
None,21,red,forward,0.0,None,None,None,12
forward,20,green,forward,2.0,None,None,None,12
forward,19,green,forward,2.0,None,None,None,12
None,18,red,forward,0.0,None,None,None,12
None,17,red,forward,0.0,None,None,None,12
None,16,red,forward,0.0,None,None,None,12
forward,15,green,forward,12.0,None,None,None,12
None,40,red,forward,0.0,None,None,None,13
None,39,red,forward,0.0,None,None,None,13
forward,38,red,forward,-1.0,forward,None,None,13
None,37,red,forward,0.0,None,None,None,13
forward,36,green,forward,2.0,None,None,None,13
None,35,red,forward,0.0,None,None,None,13
None,34,red,forward,0.0,None,None,None,13
None,33,red,forward,0.0,None,None,None,13
None,32,red,forward,0.0,None,None,None,13
None,31,red,forward,0.0,None,forward,None,13
forward,30,green,forward,2.0,None,None,None,13
None,29,red,forward,0.0,None,None,None,13
forward,28,green,forward,2.0,None,None,None,13
None,27,red,forward,0.0,None,None,None,13
None,26,red,forward,0.0,None,None,None,13
forward,25,green,forward,2.0,None,None,None,13
None,24,red,forward,0.0,None,None,None,13
None,23,red,forward,0.0,None,None,None,13
None,22,red,forward,0.0,None,None,None,13
None,21,red,forward,0.0,None,None,None,13
forward,20,green,forward,2.0,None,None,None,13
left,19,green,left,2.0,None,None,None,13
None,18,red,forward,0.0,None,None,None,13
None,17,red,forward,0.0,None,None,None,13
forward,16,green,forward,2.0,None,None,None,13
forward,15,green,forward,12.0,None,None,None,13
right,20,green,right,2.0,None,None,None,14
forward,19,green,forward,2.0,None,None,None,14
None,18,red,left,0.0,None,None,None,14
None,17,red,left,0.0,None,None,None,14
None,16,red,left,0.0,None,None,None,14
left,15,green,left,2.0,None,None,None,14
forward,14,green,forward,12.0,None,None,None,14
right,35,green,right,2.0,None,None,None,15
right,34,red,right,2.0,None,None,None,15
None,33,red,forward,0.0,None,None,None,15
None,32,red,forward,0.0,None,None,None,15
None,31,red,forward,0.0,None,None,None,15
forward,30,green,forward,2.0,None,None,None,15
None,29,red,forward,0.0,None,None,None,15
None,28,red,forward,0.0,None,None,None,15
forward,27,green,forward,2.0,None,None,None,15
forward,26,green,forward,2.0,None,None,None,15
None,25,red,forward,0.0,None,None,None,15
None,24,red,forward,0.0,None,None,None,15
