action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
left,25,green,left,2.0,None,None,None,1
forward,24,red,forward,-1.0,None,None,None,1
None,23,red,forward,0.0,None,None,None,1
None,22,red,forward,0.0,None,None,None,1
None,21,red,forward,0.0,None,None,None,1
forward,20,green,forward,2.0,None,None,None,1
forward,19,green,forward,2.0,None,None,None,1
forward,18,green,forward,2.0,None,None,None,1
right,17,green,right,12.0,None,None,None,1
forward,20,green,forward,2.0,left,None,None,2
None,19,red,forward,0.0,None,None,None,2
None,18,red,forward,0.0,None,None,None,2
forward,17,green,forward,2.0,None,None,None,2
forward,16,green,forward,2.0,None,None,None,2
right,15,red,right,12.0,None,None,None,2
left,35,red,left,-1.0,None,None,None,3
None,34,red,left,0.0,None,None,None,3
None,33,red,left,0.0,None,None,None,3
left,32,green,left,2.0,None,None,None,3
None,31,red,forward,0.0,None,None,None,3
forward,30,green,forward,2.0,None,None,None,3
forward,29,green,forward,2.0,None,None,None,3
forward,28,green,forward,2.0,None,right,None,3
left,27,green,left,2.0,None,None,None,3
None,26,red,forward,0.0,None,None,None,3
None,25,red,forward,0.0,None,None,None,3
None,24,red,forward,0.0,None,None,None,3
forward,23,green,forward,2.0,None,None,None,3
forward,22,green,forward,12.0,None,None,None,3
right,20,red,right,2.0,None,None,None,4
right,19,red,right,2.0,None,None,None,4
None,18,red,forward,0.0,None,None,None,4
None,17,red,forward,0.0,None,None,None,4
None,16,red,forward,0.0,None,None,None,4
forward,15,green,forward,2.0,None,None,None,4
forward,14,green,forward,12.0,None,None,None,4
right,20,green,right,2.0,forward,None,None,5
forward,19,green,forward,2.0,None,None,None,5
left,18,green,left,2.0,None,None,None,5
forward,17,green,forward,12.0,None,None,None,5
None,20,red,forward,0.0,None,None,None,6
None,19,red,forward,0.0,None,None,None,6
None,18,red,forward,0.0,None,None,None,6
None,17,red,forward,0.0,None,None,None,6
forward,16,green,forward,2.0,None,None,None,6
None,15,red,forward,0.0,None,None,None,6
forward,14,green,forward,2.0,forward,None,None,6
forward,13,green,forward,2.0,None,None,None,6
forward,12,green,forward,12.0,None,None,None,6
left,45,green,left,2.0,None,None,None,7
forward,44,green,forward,2.0,None,None,None,7
None,43,red,forward,0.0,None,None,None,7
None,42,red,forward,0.0,None,None,None,7
forward,41,green,forward,2.0,None,None,None,7
forward,40,green,forward,2.0,None,None,None,7
forward,39,green,forward,2.0,None,None,None,7
forward,38,green,forward,2.0,None,None,None,7
None,37,red,forward,0.0,None,None,None,7
forward,36,green,forward,2.0,None,None,None,7
left,35,green,left,2.0,None,None,None,7
forward,34,green,forward,12.0,None,None,None,7
right,55,green,right,2.0,None,None,None,8
right,54,red,right,2.0,None,None,None,8
None,53,red,forward,0.0,None,None,None,8
None,52,red,forward,0.0,None,None,None,8
None,51,red,forward,0.0,None,None,None,8
forward,50,green,forward,2.0,None,None,None,8
None,49,red,forward,0.0,None,None,None,8
None,48,red,forward,0.0,None,None,None,8
None,47,red,forward,0.0,None,None,None,8
forward,46,green,forward,2.0,None,None,None,8
forward,45,green,forward,2.0,None,None,None,8
None,44,red,forward,0.0,None,None,None,8
forward,43,green,forward,2.0,None,None,None,8
None,42,red,forward,0.0,None,None,None,8
None,41,red,forward,0.0,None,None,None,8
None,40,red,forward,0.0,None,None,None,8
forward,39,green,forward,2.0,None,None,None,8
None,38,red,left,0.0,None,None,None,8
None,37,red,left,0.0,None,None,None,8
None,36,red,left,0.0,None,None,None,8
left,35,green,left,2.0,None,None,None,8
None,34,red,forward,0.0,None,None,None,8
None,33,red,forward,0.0,None,None,None,8
None,32,red,forward,0.0,None,None,None,8
None,31,red,forward,0.0,None,None,None,8
forward,30,green,forward,2.0,None,None,None,8
None,29,red,forward,0.0,None,None,None,8
None,28,red,forward,0.0,None,None,None,8
None,27,red,forward,0.0,None,None,None,8
None,26,red,forward,0.0,None,None,None,8
forward,25,green,forward,2.0,None,None,None,8
forward,24,green,forward,12.0,None,None,None,8
right,30,green,right,2.0,None,None,None,9
right,29,green,right,2.0,None,None,None,9
forward,28,green,forward,2.0,None,None,None,9
None,27,red,forward,0.0,None,None,None,9
forward,26,green,forward,2.0,None,None,None,9
forward,25,green,forward,2.0,None,None,None,9
forward,24,green,forward,2.0,None,None,None,9
right,23,green,right,2.0,None,None,None,9
forward,22,green,forward,12.0,None,None,None,9
forward,20,green,forward,2.0,None,None,None,10
forward,19,green,forward,2.0,None,None,None,10
None,18,red,forward,0.0,None,None,None,10
None,17,red,forward,0.0,None,None,None,10
None,16,red,forward,0.0,None,None,None,10
forward,15,green,forward,2.0,None,None,None,10
None,14,red,forward,0.0,None,None,None,10
None,13,red,forward,0.0,None,None,None,10
None,12,red,forward,0.0,None,None,None,10
None,11,red,forward,0.0,None,None,None,10
forward,10,green,forward,12.0,None,None,None,10
forward,20,green,forward,2.0,None,None,None,11
forward,19,green,forward,2.0,None,None,None,11
