action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
right,30,green,right,2.0,None,None,None,1
forward,29,green,forward,2.0,None,None,None,1
forward,28,green,forward,2.0,None,None,None,1
forward,27,red,forward,-1.0,None,None,None,1
None,26,red,forward,0.0,None,None,None,1
forward,25,green,forward,2.0,None,None,None,1
None,24,red,forward,0.0,None,None,None,1
None,23,red,forward,0.0,None,None,None,1
forward,22,green,forward,2.0,None,None,None,1
right,21,green,right,12.0,None,None,None,1
right,20,red,right,2.0,None,None,None,2
None,19,red,forward,0.0,None,None,None,2
None,18,red,forward,0.0,None,None,None,2
None,17,red,forward,0.0,None,None,None,2
None,16,red,forward,0.0,None,None,None,2
forward,15,green,forward,2.0,None,None,None,2
forward,14,green,forward,2.0,None,None,None,2
forward,13,green,forward,12.0,None,None,None,2
right,35,red,right,2.0,None,None,None,3
forward,34,green,forward,2.0,forward,None,None,3
None,33,red,forward,0.0,None,None,None,3
None,32,red,forward,0.0,None,None,None,3
forward,31,green,forward,2.0,None,None,None,3
left,30,red,left,-1.0,None,None,None,3
None,29,red,left,0.0,None,None,None,3
None,28,red,left,0.0,None,None,None,3
None,27,red,left,0.0,None,None,None,3
None,26,red,left,0.0,None,None,None,3
left,25,green,left,2.0,None,None,None,3
forward,24,green,forward,2.0,None,None,None,3
None,23,red,forward,0.0,None,None,None,3
None,22,red,forward,0.0,None,None,None,3
None,21,red,forward,0.0,None,None,None,3
forward,20,green,forward,2.0,None,None,None,3
forward,19,green,forward,12.0,None,None,None,3
forward,40,green,forward,2.0,None,None,None,4
forward,39,green,forward,2.0,None,None,None,4
None,38,red,forward,0.0,None,None,None,4
None,37,red,forward,0.0,None,None,None,4
forward,36,green,forward,2.0,None,None,None,4
forward,35,green,forward,2.0,None,None,None,4
forward,34,green,forward,2.0,None,None,None,4
right,33,green,right,2.0,None,None,None,4
None,32,red,forward,0.0,None,None,None,4
None,31,red,forward,0.0,None,None,None,4
None,30,red,forward,0.0,None,None,None,4
None,29,red,forward,0.0,None,None,None,4
forward,28,green,forward,2.0,None,None,None,4
None,27,red,forward,0.0,None,None,None,4
None,26,red,forward,0.0,None,None,None,4
forward,25,green,forward,12.0,None,None,None,4
right,45,red,right,2.0,None,None,None,5
forward,44,green,forward,2.0,None,None,None,5
forward,43,green,forward,2.0,None,None,None,5
forward,42,green,forward,2.0,None,None,None,5
None,41,red,forward,0.0,None,None,None,5
None,40,red,forward,0.0,None,None,None,5
forward,39,green,forward,2.0,None,None,None,5
left,38,green,left,2.0,None,None,None,5
forward,37,green,forward,2.0,None,None,None,5
None,36,red,forward,0.0,None,None,None,5
None,35,red,forward,0.0,None,None,None,5
None,34,red,forward,0.0,None,None,None,5
forward,33,green,forward,2.0,None,None,None,5
forward,32,green,forward,12.0,None,None,None,5
right,25,red,right,2.0,None,None,None,6
right,24,red,right,2.0,None,None,None,6
forward,23,green,forward,2.0,None,None,None,6
forward,22,green,forward,2.0,None,None,None,6
None,21,red,forward,0.0,None,None,None,6
None,20,red,forward,0.0,None,None,None,6
forward,19,green,forward,12.0,None,None,None,6
right,25,green,right,2.0,None,None,None,7
right,24,green,right,2.0,None,None,None,7
None,23,red,forward,0.0,None,None,None,7
forward,22,green,forward,2.0,None,None,None,7
