action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
right,30,red,right,2.0,None,None,None,1
forward,29,green,forward,2.0,None,None,None,1
forward,28,red,forward,-1.0,None,None,None,1
None,27,red,forward,0.0,None,None,None,1
forward,26,green,forward,2.0,None,None,None,1
right,25,green,right,2.0,None,None,None,1
None,24,red,forward,0.0,None,None,None,1
None,23,red,forward,0.0,None,None,None,1
None,22,red,forward,0.0,None,None,None,1
None,21,red,forward,0.0,None,None,None,1
forward,20,green,forward,2.0,None,None,None,1
forward,19,green,forward,12.0,None,None,None,1
right,45,green,right,2.0,None,None,None,2
forward,44,green,forward,2.0,None,None,None,2
None,43,red,forward,0.0,None,None,None,2
None,42,red,forward,0.0,None,None,None,2
forward,41,green,forward,2.0,None,None,None,2
forward,40,red,forward,-1.0,None,forward,None,2
forward,39,green,forward,2.0,None,None,None,2
forward,38,green,forward,2.0,None,None,None,2
forward,37,green,forward,2.0,None,None,None,2
forward,36,green,forward,2.0,None,None,None,2
left,35,green,left,2.0,None,None,None,2
None,34,red,forward,0.0,None,None,None,2
forward,33,green,forward,12.0,None,None,None,2
right,25,green,right,2.0,None,None,None,3
right,24,red,right,2.0,None,None,None,3
right,23,green,right,2.0,None,None,None,3
left,22,green,left,2.0,None,None,None,3
None,21,red,forward,0.0,None,None,None,3
None,20,red,forward,0.0,None,None,None,3
None,19,red,forward,0.0,None,None,None,3
None,18,red,forward,0.0,None,None,None,3
forward,17,green,forward,2.0,None,None,None,3
None,16,red,forward,0.0,None,None,None,3
None,15,red,forward,0.0,None,None,None,3
None,14,red,forward,0.0,None,None,None,3
forward,13,green,forward,2.0,None,None,None,3
forward,12,green,forward,12.0,None,None,None,3
right,60,green,right,2.0,None,None,None,4
forward,59,green,forward,2.0,None,None,None,4
forward,58,green,forward,2.0,None,None,None,4
None,57,red,forward,0.0,None,None,None,4
None,56,red,forward,0.0,None,None,None,4
forward,55,green,forward,2.0,None,None,None,4
None,54,red,forward,0.0,None,None,None,4
None,53,red,forward,0.0,None,None,None,4
forward,52,green,forward,2.0,None,left,None,4
None,51,red,forward,0.0,None,None,None,4
None,50,red,forward,0.0,None,None,None,4
None,49,red,forward,0.0,None,None,None,4
forward,48,green,forward,2.0,None,None,left,4
None,47,red,forward,0.0,None,None,None,4
None,46,red,forward,0.0,None,None,None,4
None,45,red,forward,0.0,None,None,None,4
forward,44,green,forward,2.0,None,None,None,4
right,43,red,right,2.0,None,None,None,4
forward,42,green,forward,2.0,None,None,None,4
forward,41,green,forward,2.0,None,None,None,4
forward,40,green,forward,2.0,None,None,None,4
forward,39,green,forward,12.0,None,None,None,4
None,20,red,forward,0.0,None,None,None,5
None,19,red,forward,0.0,None,None,None,5
None,18,red,forward,0.0,None,None,None,5
None,17,red,forward,0.0,None,None,None,5
forward,16,green,forward,2.0,None,None,None,5
forward,15,green,forward,2.0,None,None,None,5
forward,14,green,forward,2.0,None,None,None,5
None,13,red,forward,0.0,None,None,None,5
forward,12,green,forward,12.0,None,None,None,5
None,25,red,forward,0.0,None,None,None,6
None,24,red,forward,0.0,None,None,None,6
None,23,red,forward,0.0,None,None,None,6
None,22,red,forward,0.0,None,None,None,6
forward,21,green,forward,2.0,None,None,None,6
forward,20,green,forward,2.0,None,None,None,6
left,19,green,left,2.0,None,None,None,6
None,18,red,forward,0.0,None,None,None,6
None,17,red,forward,0.0,None,None,None,6
None,16,red,forward,0.0,None,None,None,6
forward,15,green,forward,2.0,None,None,None,6
forward,14,green,forward,12.0,None,None,None,6
right,30,green,right,2.0,None,None,None,7
right,29,red,right,2.0,None,None,None,7
None,28,red,forward,0.0,None,None,None,7
None,27,red,forward,0.0,None,None,None,7
None,26,red,forward,0.0,None,None,None,7
forward,25,green,forward,2.0,None,None,None,7
