action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
right,30,red,right,2.0,None,None,None,1
forward,29,green,forward,2.0,None,None,None,1
left,28,red,left,-1.0,None,None,None,1
None,27,red,left,0.0,None,None,None,1
left,26,green,left,2.0,None,None,None,1
forward,25,green,forward,2.0,None,None,None,1
forward,24,red,forward,-1.0,None,None,None,1
None,23,red,forward,0.0,None,None,None,1
None,22,red,forward,0.0,None,None,None,1
None,21,red,forward,0.0,None,None,None,1
forward,20,green,forward,2.0,None,None,None,1
forward,19,green,forward,12.0,None,None,None,1
right,25,red,right,2.0,None,None,None,2
right,24,red,right,2.0,None,left,None,2
None,23,red,forward,0.0,None,None,None,2
forward,22,green,forward,2.0,None,None,None,2
forward,21,green,forward,2.0,None,None,None,2
forward,20,green,forward,12.0,None,None,None,2
right,20,green,right,2.0,None,None,None,3
None,19,red,forward,0.0,None,None,None,3
None,18,red,forward,0.0,None,None,None,3
None,17,red,forward,0.0,None,None,None,3
forward,16,green,forward,2.0,None,None,None,3
right,15,red,right,2.0,None,None,None,3
None,14,red,forward,0.0,None,None,None,3
None,13,red,forward,0.0,None,None,None,3
None,12,red,forward,0.0,None,None,None,3
None,11,red,forward,0.0,None,None,None,3
forward,10,green,forward,12.0,None,None,None,3
forward,60,green,forward,2.0,None,None,None,4
None,59,red,forward,0.0,None,None,None,4
None,58,red,forward,0.0,None,None,None,4
forward,57,green,forward,2.0,None,None,None,4
forward,56,green,forward,2.0,None,None,None,4
forward,55,green,forward,2.0,None,None,None,4
forward,54,green,forward,2.0,None,None,None,4
forward,53,green,forward,2.0,None,None,None,4
None,52,red,forward,0.0,None,None,None,4
forward,51,green,forward,2.0,None,None,None,4
right,50,red,right,2.0,None,None,None,4
forward,49,green,forward,2.0,None,None,None,4
None,48,red,forward,0.0,None,None,None,4
None,47,red,forward,0.0,None,None,None,4
None,46,red,forward,0.0,None,None,None,4
None,45,red,forward,0.0,None,None,None,4
forward,44,green,forward,2.0,None,None,None,4
forward,43,green,forward,2.0,forward,None,None,4
None,42,red,forward,0.0,None,None,None,4
None,41,red,forward,0.0,None,None,None,4
None,40,red,forward,0.0,None,None,None,4
forward,39,green,forward,12.0,None,None,None,4
None,20,red,left,0.0,None,None,None,5
None,19,red,left,0.0,None,None,None,5
None,18,red,left,0.0,None,None,None,5
None,17,red,left,0.0,None,None,None,5
left,16,green,left,2.0,None,None,None,5
None,15,red,forward,0.0,None,None,None,5
None,14,red,forward,0.0,None,None,None,5
None,13,red,forward,0.0,None,None,None,5
forward,12,green,forward,2.0,None,None,None,5
None,11,red,left,0.0,None,None,None,5
None,10,red,left,0.0,None,None,None,5
None,9,red,left,0.0,None,None,None,5
left,8,green,left,2.0,None,None,None,5
None,7,red,forward,0.0,None,None,None,5
None,6,red,forward,0.0,None,None,None,5
forward,5,green,forward,12.0,None,None,None,5
left,30,green,left,2.0,None,None,None,6
None,29,red,forward,0.0,None,None,None,6
None,28,red,forward,0.0,None,None,None,6
None,27,red,forward,0.0,None,None,None,6
None,26,red,forward,0.0,None,None,None,6
forward,25,green,forward,2.0,None,None,None,6
None,24,red,left,0.0,None,None,None,6
None,23,red,left,0.0,None,None,None,6
None,22,red,left,0.0,None,None,None,6
None,21,red,left,0.0,None,None,None,6
left,20,green,left,2.0,None,None,None,6
forward,19,green,forward,2.0,None,None,None,6
forward,18,green,forward,2.0,None,None,None,6
None,17,red,forward,0.0,None,None,None,6
None,16,red,forward,0.0,None,None,None,6
None,15,red,forward,0.0,None,None,None,6
forward,14,green,forward,12.0,None,None,None,6
left,20,green,left,2.0,None,None,None,7
forward,19,green,forward,2.0,None,None,None,7
None,18,red,forward,0.0,None,None,None,7
None,17,red,forward,0.0,None,None,None,7
None,16,red,forward,0.0,None,None,None,7
